fecha_carga;Nombre_encuestador;Fecha_encuesta;Datos_muestra;Escuela ;Especialidad;Turno;Año;Curso;Sexo;Edad;Diabetes;Celiaco;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Desayuno];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Almuerzo];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Merienda];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Cena];Alimento Fuente [Azúcares/Hidratos de carbono];Alimento Fuente [Proteínas];Alimento Fuente [Aceites];Alimento Fuente [Fibras];Lees_información_nutricional_de_envases;Entendes_que_significan;De_que_envases_provienen;Grupo_alimentario;consumiste_alcohol;consumiste_alcohol_este_anio;consumiste_alcohol_este_mes;consumiste_alcohol_esta_semana;tuviste_un_exceso_de_alcohol;como_te_sentis_con_tu_pes;como_te_sentis_en_funcion_del_peso;Tipo_frecuencia_actividades_físicas_Deportes;Tipo_frecuencia_actividades_físicas_Danza;Tipo_frecuencia_actividades_físicas_Gimnasio;Tipo_frecuencia_actividades_físicas_Caminatas;Tipo_frecuencia_actividades_físicas_Otras;Observaciones
11/12/2017 14:37:26;Loana Aylén Vallejos;24/11/2017;SqV;ESRN 16;CNAT;Tarde;4;4;Femenino;16;No;No;12:30:00;pizza_de_jamón_queso_y_tomate;jugo;16:20:00;pan_con_dulce_de_leche;té;22:15:00;hamburguesa_de_carne_con_huevo_tomate_lechuga_mayonesa_y_ketchup;gaceosa;;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;No;9;5;Lunes, MIércoles, Viernes;;;Domingo;;
11/12/2017 14:41:58;Loana Aylén Vallejos;24/11/2017;SqV;ESRN 16;CNAT;Tarde;4;4;Masculino;17;No;No;10:30:00;galletitas;agua;12:00:00;hamburguesa_de_carne_con_arroz;agua;20:00:00;queso;agua;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo todo;Papas fritas;Otros;No;No;No;No;No;9;5;;;;Sábado;Domingo;
11/12/2017 20:59:52;Magalí Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;17;No;No;06:20:00;tostadas_con_huevo_y_banana;agua;13:00:00;verduras_hervidas_con_pescado_hervido;agua;;;;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;;Tallarines;Pescado;Semillas de girasol;Verduras;Siempre;Entiendo en partes;Papas fritas;No contesta;Sí;No;No;Sí;Sí;7;5;Lunes, MIércoles, Viernes;;Lunes, Martes, MIércoles, Jueves, Viernes;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;
11/12/2017 21:04:06;Magalí Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;17;Sí;No;06:30:00;galletitas_de_agua;leche_descremada;13:00:00;arroz_zapallo_carne;jugo_en_sobre;17:00:00;;mate;23:00:00;tarta_de_jamon_y_queso;juego;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Pescado;Tallarines;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;No;No;4;6;Lunes, MIércoles, Viernes;;;Sábado;;
11/12/2017 21:09:03;magali parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;17;No;No;07:30:00;galletitas_de_agua;te;09:20:00;pan;agua;13:00:00;papas_fritas_y_fideos_con_salsa;agua;20:30:00;pizza_torta_empanadas_de_carne_papas_fritas;gaseosa;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;Nunca;Entiendo en partes;Arroz;No contesta;Sí;Sí;Sí;Sí;No;5;5;Lunes, MIércoles, Viernes;;;;;
11/12/2017 21:12:59;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;16;No;No;09:20:00;pan;te;14:00:00;hamburguesa;agua;20:00:00;sanguche_de_salame_con_queso;agua;23:00:00;pizza;gaseosa;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Verduras;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;3;3;;;;;Martes, Jueves;
11/12/2017 21:18:26;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;18;No;No;07:30:00;;leche_chocolatada;09:30:00;pan;mate;13:30:00;hamburguesa_con_papas_fritas;gaseosa;16:30:00;;yogurt;22:00:00;pizza_y_empanadas;cerveza;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Comiste en la escuela?, ¿Cocinaste vos?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Compraste?;¿Comiste solo?, ¿Comiste en casa?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Verduras;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;5;6;Lunes, Martes, MIércoles, Jueves, Viernes, Domingo;;Lunes, MIércoles;;;
11/12/2017 21:22:45;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;16;No;No;06:45:00;;agua;09:00:00;;agua;13:00:00;hamburguesas_y_fiambre_cantimpalo_y_queso;agua_y_gaseosa;17:00:00;barrita_de_cereal;agua;20:00:00;sanguche_de_queso;gaseosa;22:00:00;;gaseosa;23:00:00;;agua;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;0;10;;;;;;
11/12/2017 21:26:00;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;17;No;No;10:00:00;tostadas_con_margarina;te;13:30:00;fideos_blancos;agua;19:00:00;naranja_y_manzana;mate;22:30:00;pizza;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;Tallarines;Pescado;Verduras;Semillas de girasol;A veces;Entiendo todo;Arroz;Vegetariano;Sí;Sí;Sí;Sí;No;2;8;;;Martes, Jueves;Lunes, Viernes, Domingo;MIércoles;
11/12/2017 21:29:04;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;16;No;No;09:30:00;;mate;13:30:00;guiso_de_fideos_carne_pollo_choclo;agua;19:00:00;masitas;agua;23:00:00;salchichas;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;;;Nunca;Entiendo en partes;Leche;No contesta;Sí;Sí;Sí;Sí;Sí;7;5;Martes, Jueves, Sábado;;;MIércoles, Viernes;;
11/12/2017 21:32:52;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;17;No;No;09:30:00;;mate;13:00:00;;agua;00:00:00;pizza;;;;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;No;No;0;10;;;;;;
11/12/2017 21:38:28;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;19;No;Sí;07:00:00;leche_con_cereal_y_tostadas_con_dulce_de_durazno;leche;09:00:00;pan;mate_cocido;12:00:00;milanesa_de_pollo_con_tomate;jugo_de_manzana;18:00:00;banana_y_manzana;;22:00:00;avena_con_leche;jugo_y_agua;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Semillas de girasol;Pescado;Verduras;Tallarines;Siempre;Entiendo en partes;Papas fritas;Vegetariano;Sí;Sí;Sí;No;Sí;10;2;Lunes, MIércoles, Viernes, Sábado;;;Lunes, MIércoles, Viernes;Lunes, Viernes;
11/12/2017 21:43:16;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;17;No;No;06:30:00;;mate;09:30:00;;mate;13:00:00;tallarines_con_tuco_de_carne_picada;jugo_de_naranja;17:00:00;pan_casero_con_mermelada_de_damasco_y_manteca;terere_de_jugo_de_naranja;19:00:00;;mate;20:30:00;bombon_ferrero_rocher;;22:30:00;zapallitos_verdes_rellenos_con_tuco_de_carne_picada_y_arroz;jugo_de_naranja;¿Comiste solo?, ¿Comistes con otros?, ¿Comiste en casa?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Verduras;Pescado;Tallarines;Semillas de girasol;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;3;7;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;;Sábado;;
11/12/2017 21:46:53;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;16;No;No;07:00:00;galletas_con_semillas;mate_cocido;13:30:00;pollo_con_papas_y_zanahoria;agua;17:00:00;yogurt_con_cereales;agua;20:30:00;papas_fritas_pizza_empanadas_de_pollo_torta;gaseosa;;;;;;;;;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo todo;Papas fritas;No contesta;Sí;No;Sí;No;No;7;5;Martes, Jueves;Lunes, Martes, MIércoles, Viernes, Sábado;;Domingo;;
11/12/2017 21:59:40;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;17;No;No;09:20:00;pan;te;12:30:00;milanesas_con_ensalada_de_tomate;gaseosa;17:30:00;papas_fritas_torta_sanguchitos_de_miga;gaseosa;22:00:00;pizza;gaseosa;00:00:00;agua;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;8;5;Martes, MIércoles, Sábado;;Lunes, Martes, MIércoles, Jueves;;;
11/12/2017 22:04:34;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;16;No;No;07:00:00;cereales_azucarados;te_verde;13:30:00;hamburguesas_caseras_y_ensalada_de_tomate_y_lechuga;jugo_de_naranja;14:00:00;helado;;19:00:00;tortas_fritas;mates;22:00:00;milanesas;gaseosa;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo en partes;Arroz;No contesta;No;No;No;No;No;10;5;;;;;;
11/12/2017 22:07:57;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;16;No;No;06:20:00;banana;yogurt_liquido;12:45:00;fideos_con_tuco;agua;18:00:00;cereales;yogurt_liquido;22:40:00;milanesas_de_pollo_con_tomate;agua;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Tallarines;Pescado;A veces;Entiendo en partes;No sabe o no contesta;Vegano;Sí;Sí;Sí;No;No;8;3;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;Lunes, Martes, MIércoles, Jueves;Lunes, Martes, MIércoles, Jueves, Viernes;Domingo;
11/12/2017 22:13:54;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;16;No;No;06:00:00;galletitas_criollitas_y_dulce_de_leche;leche_chocolatada;09:20:00;pan;;12:50:00;guiso_de_lentejas_con_ensalada_de_zanahoria_y_repollo;agua;19:30:00;galletitas_criollitas_y_queso;chocolatada;11:00:00;estofado_de_papas_y_pollo;agua;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Pescado;Verduras;Tallarines;A veces;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;No;4;5;;;Lunes, MIércoles, Viernes;;Martes, Jueves;
11/12/2017 22:17:23;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Femenino;17;No;No;07:00:00;galletitas_de_limon_y_chocolate;leche;10:00:00;pan_con_queso;;12:40:00;empanadas_de_pollo;;17:00:00;brownie_y_bizcochitos;chocolatada;19:00:00;pizzas_empanadas_papas_fritas;gaseosa;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?, ¿Compraste?;Semillas de girasol;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo en partes;Papas fritas;Vegetariano;Sí;Sí;Sí;Sí;Sí;9;5;;;;Lunes, MIércoles, Viernes, Domingo;;
11/12/2017 22:21:05;Magali Parra;22/11/2017;IaO;ESRN 1;CNAT;Mañana;4;1;Masculino;17;No;No;;pocion_de_torta;te;;pollo_al_disco;gaseosa;;sanguche_de_hamburguesa_con_papas_fritas_con_huevo_lechuga_y_tomate;gaseosa;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Compraste?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo todo;Leche;No contesta;Sí;Sí;Sí;Sí;No;10;5;Jueves, Sábado;;;;;
12/12/2017 11:52:05;Parra Magali;22/11/2017;KpE-1;ESRN 1;CB;Tarde;2;7;Masculino;14;No;No;06:00:00;;agua;06:15:00;;chocolatada;12:30:00;bife_de_carne_con_pan_y_ensalada_de_lechuga;agua;18:30:00;naranjas_mandarinas;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Compraste?;;;Verduras;Pescado;Tallarines;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;No;No;3;7;;;Martes, Jueves;Lunes, Martes, MIércoles, Jueves, Viernes;;
12/12/2017 11:56:08;Parra Magali;22/11/2017;KpE-2;ESRN 1;CB;Tarde;2;7;Masculino;16;No;No;11:00:00;;cafe;13:15:00;salchichas_con_pure;gaseosa;19:00:00;pan_con_dulce;te;23:00:00;pizza;gaseosa;;;;;;;;;;¿Comiste solo?, ¿Comistes con otros?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comistes con otros?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comistes con otros?, ¿Cocinó otra persona?;Tallarines;Pescado;Verduras;Semillas de girasol;A veces;Entiendo en partes;Arroz;No contesta;No;No;No;No;No;9;5;Lunes, MIércoles;;;;Martes, Jueves, Sábado, Domingo;
12/12/2017 12:01:05;Parra Magali;22/11/2017;KpE-3;ESRN 1;CB;Tarde;2;7;Masculino;16;No;No;12:40:00;guiso_de_lentejas;jugo_de-naranja;16:30:00;;agua;19:30:00;galletitas_dulces;mate;23:00:00;empanadas_de_carne;soda;00:00:00;dos-naranjas;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Verduras;Pescado;Semillas de girasol;Nunca;Entiendo en partes;Arroz;No contesta;Sí;Sí;Sí;Sí;Sí;7;6;;;Martes, Jueves;;Lunes, Martes, MIércoles, Sábado;
12/12/2017 12:05:52;Parra Magali;22/11/2017;KpE_4;ESRN 1;CB;Tarde;2;7;Masculino;15;No;No;16:00:00;galletitas;jugo_baggio;17:30:00;galletitas;jugo_baggio;18:00:00;pan_con_queso;te;22:00:00;fideos_con_tuco;gaseosa;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;A veces;Entiendo en partes;Leche;Vegano;Sí;Sí;Sí;Sí;Sí;4;3;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;;;Lunes, Jueves, Sábado;;
12/12/2017 12:13:09;Parra Magali;22/11/2017;KpE-5;ESRN 1;CB;Tarde;2;7;Femenino;14;No;No;10:15:00;;agua;12:30:00;tallarines_con_tuco;gaseosa;16:00:00;galletitas-alfajor;agua;17:30:00;galletitas_pan-con_queso;te;22:00:00;milanesas_con_ensalada-de_lechuga_y_tomate;gaseosa;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Leche;Vegano;Sí;Sí;Sí;Sí;No;3;10;Martes, Jueves, Viernes, Sábado;;;Lunes, MIércoles, Viernes;;
12/12/2017 12:17:57; Daniela Magalí Laurin;22/11/2017;AeY;ESRN 1;CB;Tarde;2;6;Femenino;15;No;No;09:16:00;te_leche_alfajor;jugo_de_naranja;12:00:00;Fideos_con_huevo_frito;;19:16:00;Te_con_leche_y_tostadas;;22:30:00;canelones_de_acelga;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Tallarines;Pescado;Nunca;Entiendo en partes;Arroz;Otros;Sí;Sí;No;No;No;7;5;Lunes, MIércoles;;;Sábado, Domingo;;
12/12/2017 12:19:38;Parra Magali;22/11/2017;KpE-6;ESRN 1;CB;Tarde;2;7;Masculino;16;No;No;10:30:00;galletitas;chocolatada;13:30:00;milanesas_con_ensaladas;gaseosas;18:30:00;conos_de_chocolate;;21:30:00;pan_de_carne_con_pure;gaseosa;22:00:00;gelatina;;;;;;;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Tallarines;Verduras;;Semillas de girasol;Nunca;Entiendo en partes;Leche;No contesta;Sí;Sí;Sí;Sí;Sí;10;5;;;;;;
12/12/2017 12:25:10;Parra Magali;22/11/2017;KpE-7;ESRN 1;CB;Tarde;2;7;Femenino;14;No;No;12:00:00;milanesas_con_ensalada_de _arroz_lecchuga_y_tomate;jugo_de_naranja;17:30:00;galletitas;Jugo_baggio;23:00:00;ensalada_de_lechuga_y_tomate;agua;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Compraste?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Leche;Vegano;Sí;Sí;Sí;Sí;Sí;4;5;Martes, Jueves;Lunes, Viernes;;Martes, Jueves, Viernes;;
12/12/2017 12:27:07;Daniela Magali Laurin;22/11/2017;AeY19;ESRN 1;CB;Tarde;2;6;Femenino;16;No;No;13:00:00;Puré_con_bifes;agua;15:15:00;masitas;terere;19:00:00;torta_de_banana_y_dulce_de_leche;;20:30:00;helado;;23:00:00;Pan_Con_queso_y_jamon;agua;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;Verduras;;Tallarines;Pescado;A veces;Entiendo en partes;Leche;Otros, No contesta;Sí;Sí;No;No;No;5;6;Lunes, MIércoles;;;Viernes;;
12/12/2017 12:31:33;Parra Magali;22/11/2017;KpE-8;ESRN 1;CB;Tarde;2;7;Femenino;16;No;No;12:00:00;fideos_con_queso_milanesas_ensalada_de_tomate;jugo;12:45:00;;jugo_congelado;15:30:00;;jugo_de-naranja;17:30:00;pan_con_queso;te;20:00:00;facturas;mate;23:00:00;ravioles_de_verdura_con_tuco_y_ensalada_de_lecchuga;jugo;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;A veces;Entiendo en partes;Arroz;No contesta;Sí;Sí;Sí;Sí;Sí;8;6;Lunes, MIércoles;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;
12/12/2017 12:31:38;Daniela Magali Laurin;22/11/2017;AeY18;ESRN 1;CB;Tarde;2;6;Masculino;16;No;No;10:30:00;te_con_leche;leche;13:00:00;milanesas_de_pollo_con_pure;coca_cola;13:00:00;estofado;jugo_de_naranja;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?;;¿Comiste solo?, ¿Comiste en casa?;Semillas de girasol;Verduras;Tallarines;Pescado;A veces;Entiendo en partes;Leche;Vegano;Sí;Sí;No;No;No;5;5;Martes, Jueves;;MIércoles, Sábado;;;
12/12/2017 12:36:28;Parra Magali;22/11/2017;KpE-9;ESRN 1;CB;Tarde;2;7;Femenino;15;No;No;12:30:00;tortilla-de-papas;jugo-de_naranjas;16:00:00;galletitas;Jugo_baggio;20:00:00;galletitas;te;22:00:00;guiso-de_lentejas;gaseosa;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Leche;Vegano;Sí;Sí;Sí;No;Sí;7;5;;;;Lunes, MIércoles;;
12/12/2017 12:38:03;Daniela Magali Laurin;22/11/2017;AeY17;ESRN 1;CB;Tarde;2;6;Masculino;17;No;No;08:14:00;;chocolatada;12:45:00;tallarines;gaseosa;11:00:00;hamburguesas;gaseosa;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Semillas de girasol;Verduras;Tallarines;Pescado;Nunca;Entiendo en partes;Leche;Vegano;Sí;Sí;Sí;No;No;7;5;;;;;;No llena el cuadro de actividades fisicas
12/12/2017 12:41:21;Parra magali;22/11/2017;KpE-10;ESRN 1;CB;Tarde;2;7;Femenino;17;No;No;09:30:00;alfajor;;10:20:00;;cafe;13:00:00;papas_fritas_y-chocolates;gaseosa;22:00:00;pure_con-salchichas;jugo;;;;;;;;;;¿Comiste solo?, ¿Comiste en otro lugar?, ¿Compraste?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;No entiendo nada;Arroz;No contesta;Sí;Sí;No;No;Sí;7;9;;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;
